epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
253,6213.45,nan,nan,nan,0,0,0,0,nan,nan,nan,4.21e-05,4.21e-05,4.21e-05
254,6237.9,nan,nan,nan,0,0,0,0,nan,nan,nan,4.1275e-05,4.1275e-05,4.1275e-05
255,6262.37,nan,nan,nan,0,0,0,0,nan,nan,nan,4.045e-05,4.045e-05,4.045e-05
256,6286.88,nan,nan,nan,0,0,0,0,nan,nan,nan,3.9625e-05,3.9625e-05,3.9625e-05
257,6311.37,nan,nan,nan,0,0,0,0,nan,nan,nan,3.88e-05,3.88e-05,3.88e-05
258,6335.84,nan,nan,nan,0,0,0,0,nan,nan,nan,3.7975e-05,3.7975e-05,3.7975e-05
259,6360.3,nan,nan,nan,0,0,0,0,nan,nan,nan,3.715e-05,3.715e-05,3.715e-05
260,6384.79,nan,nan,nan,0,0,0,0,nan,nan,nan,3.6325e-05,3.6325e-05,3.6325e-05
261,6409.26,nan,nan,nan,0,0,0,0,nan,nan,nan,3.55e-05,3.55e-05,3.55e-05
262,6433.73,nan,nan,nan,0,0,0,0,nan,nan,nan,3.4675e-05,3.4675e-05,3.4675e-05
263,6458.21,nan,nan,nan,0,0,0,0,nan,nan,nan,3.385e-05,3.385e-05,3.385e-05
264,6482.69,nan,nan,nan,0,0,0,0,nan,nan,nan,3.3025e-05,3.3025e-05,3.3025e-05
265,6507.16,nan,nan,nan,0,0,0,0,nan,nan,nan,3.22e-05,3.22e-05,3.22e-05
266,6531.68,nan,nan,nan,0,0,0,0,nan,nan,nan,3.1375e-05,3.1375e-05,3.1375e-05
267,6556.12,nan,nan,nan,0,0,0,0,nan,nan,nan,3.055e-05,3.055e-05,3.055e-05
268,6580.59,nan,nan,nan,0,0,0,0,nan,nan,nan,2.9725e-05,2.9725e-05,2.9725e-05
269,6605.03,nan,nan,nan,0,0,0,0,nan,nan,nan,2.89e-05,2.89e-05,2.89e-05
270,6629.47,nan,nan,nan,0,0,0,0,nan,nan,nan,2.8075e-05,2.8075e-05,2.8075e-05
271,6653.98,nan,nan,nan,0,0,0,0,nan,nan,nan,2.725e-05,2.725e-05,2.725e-05
272,6678.57,nan,nan,nan,0,0,0,0,nan,nan,nan,2.6425e-05,2.6425e-05,2.6425e-05
273,6703.03,nan,nan,nan,0,0,0,0,nan,nan,nan,2.56e-05,2.56e-05,2.56e-05
274,6727.49,nan,nan,nan,0,0,0,0,nan,nan,nan,2.4775e-05,2.4775e-05,2.4775e-05
275,6751.96,nan,nan,nan,0,0,0,0,nan,nan,nan,2.395e-05,2.395e-05,2.395e-05
276,6776.45,nan,nan,nan,0,0,0,0,nan,nan,nan,2.3125e-05,2.3125e-05,2.3125e-05
277,6800.94,nan,nan,nan,0,0,0,0,nan,nan,nan,2.23e-05,2.23e-05,2.23e-05
278,6825.44,nan,nan,nan,0,0,0,0,nan,nan,nan,2.1475e-05,2.1475e-05,2.1475e-05
279,6849.92,nan,nan,nan,0,0,0,0,nan,nan,nan,2.065e-05,2.065e-05,2.065e-05
280,6874.65,nan,nan,nan,0,0,0,0,nan,nan,nan,1.9825e-05,1.9825e-05,1.9825e-05
281,6899.38,nan,nan,nan,0,0,0,0,nan,nan,nan,1.9e-05,1.9e-05,1.9e-05
282,6923.89,nan,nan,nan,0,0,0,0,nan,nan,nan,1.8175e-05,1.8175e-05,1.8175e-05
283,6948.42,nan,nan,nan,0,0,0,0,nan,nan,nan,1.735e-05,1.735e-05,1.735e-05
284,6972.96,nan,nan,nan,0,0,0,0,nan,nan,nan,1.6525e-05,1.6525e-05,1.6525e-05
285,6997.43,nan,nan,nan,0,0,0,0,nan,nan,nan,1.57e-05,1.57e-05,1.57e-05
286,7021.93,nan,nan,nan,0,0,0,0,nan,nan,nan,1.4875e-05,1.4875e-05,1.4875e-05
287,7046.37,nan,nan,nan,0,0,0,0,nan,nan,nan,1.405e-05,1.405e-05,1.405e-05
288,7070.95,nan,nan,nan,0,0,0,0,nan,nan,nan,1.3225e-05,1.3225e-05,1.3225e-05
289,7095.55,nan,nan,nan,0,0,0,0,nan,nan,nan,1.24e-05,1.24e-05,1.24e-05
290,7120.03,nan,nan,nan,0,0,0,0,nan,nan,nan,1.1575e-05,1.1575e-05,1.1575e-05
291,7144.81,nan,nan,nan,0,0,0,0,nan,nan,nan,1.075e-05,1.075e-05,1.075e-05
292,7169.07,nan,nan,nan,0,0,0,0,nan,nan,nan,9.925e-06,9.925e-06,9.925e-06
293,7193.29,nan,nan,nan,0,0,0,0,nan,nan,nan,9.1e-06,9.1e-06,9.1e-06
294,7217.5,nan,nan,nan,0,0,0,0,nan,nan,nan,8.275e-06,8.275e-06,8.275e-06
295,7241.72,nan,nan,nan,0,0,0,0,nan,nan,nan,7.45e-06,7.45e-06,7.45e-06
296,7266.03,nan,nan,nan,0,0,0,0,nan,nan,nan,6.625e-06,6.625e-06,6.625e-06
297,7290.28,nan,nan,nan,0,0,0,0,nan,nan,nan,5.8e-06,5.8e-06,5.8e-06
298,7314.53,nan,nan,nan,0,0,0,0,nan,nan,nan,4.975e-06,4.975e-06,4.975e-06
299,7338.79,nan,nan,nan,0,0,0,0,nan,nan,nan,4.15e-06,4.15e-06,4.15e-06
300,7363.07,nan,nan,nan,0,0,0,0,nan,nan,nan,3.325e-06,3.325e-06,3.325e-06
